foret,numero,code_essence,zone_h,x,y,lng,dm,lac
50001,278,19,30N,211428,576265,980,100,
50001,279,19,30N,212095,576405,970,135,O
50001,280,19,30N,212095,576418,1000,122,O
50001,281,19,30N,211323,576293,930,96,
50001,282,19,30N,211810,576451,1400,77,
50001,283,19,30N,212062,576370,1100,88,
50001,284,19,30N,212765,578762,1280,117,O
50001,285,19,30N,212784,577645,1000,60,O
50001,286,19,30N,212711,577605,1100,80,O
50001,287,19,30N,212699,577581,1450,76,
50001,288,19,30N,221035,576608,1300,65,O
50001,289,19,30N,215469,576076,1070,85,
50001,290,19,30N,215496,576047,1470,60,O
50001,291,19,30N,215528,575970,1400,80,O
50001,292,19,30N,215525,575979,1200,76,O
50001,293,19,30N,215477,575980,1180,76,O
50001,294,19,30N,215545,576093,1480,76,
50001,295,19,30N,215681,576131,1450,60,O
50001,296,19,30N,215707,576208,800,95,O
50001,297,19,30N,215702,576199,900,125,
50001,298,19,30N,215698,576111,1400,98,
50001,299,19,30N,167733,439216,670,92,
50001,300,19,30N,167866,439267,1400,60,O
50001,301,19,30N,167854,439262,1300,70,O
50001,302,19,30N,167889,439210,1050,108,O
50001,303,19,30N,167894,439281,1100,60,O
50001,304,19,30N,167872,439234,1400,76,O
50001,305,19,30N,167826,439239,1000,55,O
50001,306,19,30N,167848,439261,1400,60,
50001,307,19,30N,167829,439208,1400,60,O
50001,308,19,30N,167847,439209,540,80,O
50001,309,19,30N,167806,439093,1200,60,
50001,310,15,30N,218637,581831,1270,57,
50001,311,15,30N,219350,580693,1500,57,
50001,312,15,30N,212408,576191,1200,57,
50001,313,11,30N,221078,576493,1300,57,O
50001,314,11,30N,215496,576066,1370,60,
50001,315,11,30N,167799,439110,1500,57,
50001,316,9,30N,167861,739211,1200,50,
50001,317,9,30N,168272,439234,1400,50,
50001,318,7,29N,219066,581759,900,57,
50001,319,7,29N,219351,580420,1150,57,
50001,320,7,30N,219288,581029,1300,57,
50001,321,2,30N,212625,576410,1100,57,
