foret,numero,code_essence,zone_h,x,y,lng,dm,lac
14260,355,23,30N,362319,693412,1200,67,O
14260,356,23,30N,362310,693408,1400,67,O
14260,357,995,30N,362145,693405,1300,84,O
14260,358,23,30N,362242,693404,1460,67,O
14260,359,23,30N,362320,693402,1350,67,O
14260,360,23,30N,362120,693390,1480,67,O
14260,361,23,30N,362110,693385,1500,67,
14260,362,23,30N,362190,693375,1200,67,O
14260,363,23,30N,362150,693359,1500,67,O
14260,364,23,30N,363092,693166,1340,68,O
14260,365,23,30N,363143,693037,1140,45,O
14260,366,23,30N,362495,692940,1400,65,O
14260,367,23,30N,362493,692935,1400,80,O
14260,368,23,30N,362475,692934,1280,67,O
14260,369,25,30N,363170,692900,1100,57,O
14260,370,995,30N,363138,692866,1480,57,O
14260,371,24,30N,362942,692781,1400,50,O
14260,372,22,30N,362950,692780,1500,58,O
14260,373,19,30N,362930,692766,930,60,O
14260,374,24,30N,362918,692739,1500,50,O
14260,375,25,30N,363183,692730,1480,50,O
14260,376,24,30N,362917,692727,1200,50,O
14260,377,991,30N,363041,692679,1500,75,O
14260,378,19,30N,362837,692675,1320,90,O
14260,379,22,30N,362920,692670,1160,50,O
14260,380,19,30N,362835,692669,1100,78,O
14260,381,995,30N,363112,692664,1300,57,O
14260,382,991,30N,362916,692660,1480,67,O
14260,383,19,30N,362039,692594,1020,110,
14260,384,995,30N,363075,692508,1390,57,O
14260,385,23,30N,363081,692487,1180,86,O
14260,386,23,30N,362183,692408,1400,67,O
14260,387,19,30N,384886,691208,1060,98,O
14260,388,19,30N,384917,691203,1160,100,O
14260,389,19,30N,388522,690945,1020,100,O
14260,390,19,30N,388533,690942,1300,78,O
14260,391,19,30N,388532,690674,1500,76,O
14260,392,19,30N,388890,690526,1050,115,O
14260,393,19,30N,388892,690517,1400,76,O
14260,394,19,30N,388889,690515,1400,78,O
14260,395,ASA,30N,388968,690384,1500,57,O
14260,396,23,30N,388991,690375,1330,67,O
14260,397,19,30N,388997,690367,1500,57,O
14260,398,19,30N,388723,690301,1150,76,O
14260,399,19,30N,388729,690289,700,60,O
14260,400,ASA,30N,388735,690271,1270,57,O
14260,401,19,30N,388736,690269,1400,76,O
14260,402,19,30N,388743,690262,1380,76,O
14260,403,ARI,30N,388744,690260,1100,57,O
14260,404,25,30N,388718,690256,1100,55,O
14260,405,23,30N,388768,690252,1400,68,O
14260,406,995,30N,388757,690246,1060,60,O
14260,407,19,30N,388771,690245,1250,76,O
14260,408,44,30N,388780,690240,1400,57,O
14260,409,44,30N,388788,690235,1100,60,O
14260,410,991,30N,388795,690228,1150,70,O
14260,411,ASA,30N,388796,690224,1500,58,O
14260,412,44,30N,388271,690178,1130,58,O
14260,413,19,30N,388277,690174,1220,76,O
14260,414,19,30N,388279,690161,1220,102,O
14260,415,19,30N,388282,690160,1200,76,O
14260,416,44,30N,389270,690158,1460,57,O
14260,417,23,30N,388274,690158,1500,67,O
14260,418,44,30N,389286,690150,1400,57,O
14260,419,19,30N,389297,690133,990,120,O
14260,420,19,30N,389303,690126,640,76,O
14260,421,995,30N,389298,690123,1200,87,O
14260,422,19,30N,388583,690123,1400,76,O
14260,423,ASA,30N,388589,690122,900,50,O
14260,424,997,30N,388583,690122,1500,57,O
14260,425,45,30N,388582,690122,1280,58,O
14260,426,19,30N,388588,690121,1200,76,O
14260,427,19,30N,388582,690121,1470,76,O
14260,428,ASA,30N,388585,690119,1100,57,O
14260,429,ORA,30N,388579,690119,1270,57,O
14260,430,ASA,30N,388564,690116,1500,57,O
14260,431,19,30N,388569,690108,1390,76,O
14260,432,ADO,30N,388567,690108,1460,58,O
14260,433,19,30N,388564,690106,1150,76,O
14260,434,991,30N,388565,690105,820,62,O
14260,435,19,30N,388569,690102,1380,76,O
14260,436,19,30N,388575,690098,1050,104,O
14260,437,995,30N,388572,690091,1300,67,O
14260,438,44,30N,388577,690089,1320,62,O
14260,439,991,30N,388560,690086,1180,70,O
14260,440,ASA,30N,388558,690086,1480,57,O
14260,441,19,30N,388561,690083,1070,102,O
14260,442,991,30N,388577,690081,900,70,O
14260,443,IAT,30N,388576,690081,1450,75,O
14260,444,991,30N,388710,690080,1440,60,O
14260,445,991,30N,388578,690080,1480,70,O
14260,446,23,30N,388576,690080,1340,50,O
14260,447,45,30N,388708,690079,1500,60,O
14260,448,19,30N,388688,690079,1370,76,O
14260,449,19,30N,388532,690079,1000,90,O
14260,450,44,30N,388709,690078,1240,67,O
14260,451,19,30N,388683,690078,1270,80,O
14260,452,19,30N,388553,690078,1100,90,O
14260,453,19,30N,388551,690078,1200,110,O
14260,454,991,30N,388543,690078,800,63,O
14260,455,19,30N,388775,690077,1170,60,O
14260,456,ABA,30N,388543,690077,1500,58,O
14260,457,19,30N,388576,690076,1170,81,O
14260,458,ASA,30N,388572,690076,1460,57,O
14260,459,52,30N,388539,690075,1100,58,O
14260,460,19,30N,388533,690075,1500,76,O
14260,461,ASA,30N,388577,690073,1500,58,O
14260,462,19,30N,388556,690073,1150,76,O
14260,463,991,30N,388537,690073,740,50,O
14260,464,991,30N,388533,690073,1480,57,O
14260,465,986,30N,388530,690073,1500,60,O
14260,466,ADO,30N,388531,690072,1400,57,O
14260,467,991,30N,388533,690071,1400,70,O
14260,468,ASA,30N,388535,690070,1350,57,O
14260,469,ASA,30N,388571,690069,1500,57,O
14260,470,52,30N,388563,690069,1080,50,O
14260,471,ABA,30N,388551,690069,1500,58,O
14260,472,ASA,30N,388546,690066,1500,57,O
14260,473,991,30N,388557,690065,1440,57,O
14260,474,44,30N,388545,690065,1340,70,O
14260,475,997,30N,388546,690063,1300,57,O
14260,476,19,30N,388561,690026,1100,90,O
14260,477,49,30N,388581,690023,1500,57,O
14260,478,997,30N,386575,689949,1480,57,O
