foret,numero,code_essence,zone_h,x,y,lng,dm,lac
10001,,19,30N,217107,578558,970,133,
10001,,19,30N,217123,578530,1400,80,O
10001,,19,30N,217107,578658,1300,60,
10001,,19,30N,217218,578585,1300,55,O
10001,,19,30N,216761,578242,1200,76,
10001,,19,30N,217187,578597,1260,55,O
10001,,19,30N,218855,582291,1200,76,O
10001,,19,30N,218863,582297,1160,76,
10001,,19,30N,218888,582301,1100,60,
10001,,19,30N,218744,582297,1200,80,
10001,,19,30N,217108,578658,900,50,
10001,,19,30N,218488,581503,1100,52,
10001,,19,30N,218380,581098,1380,80,
10001,,19,30N,218687,581795,1200,104,
10001,,19,30N,218595,581897,1180,112,
10001,,19,30N,219673,578987,1080,100,
10001,,19,30N,219685,579663,400,60,
10001,,19,30N,219657,579814,1080,76,
10001,,19,30N,219198,580432,700,76,
10001,,19,30N,219677,579816,1300,55,
10001,,19,30N,213817,577155,1170,76,
10001,,19,30N,213905,577209,570,76,
10001,,19,30N,213918,577281,500,105,
10001,,19,30N,694012,728826,600,60,
10001,,19,30N,694086,728876,1500,76,
10001,,19,30N,694137,728883,1500,76,
10001,,19,29N,695244,728255,1000,80,
10001,,19,29N,708712,719188,1150,100,
10001,,19,29N,219066,581753,1000,110,
10001,,19,30N,219361,581297,980,90,
10001,,19,30N,219371,580337,1380,50,
10001,,19,30N,219187,580413,1270,76,
10001,,19,30N,219509,580894,1470,76,
10001,,19,30N,219328,580907,1470,50,
10001,,19,30N,219206,581025,1460,76,
10001,,19,30N,219318,581066,1080,77,
10001,,19,30N,219299,581085,1400,55,O
10001,,19,30N,219416,581131,800,90,
10001,,19,30N,219297,581081,1150,102,
10001,,19,30N,219301,581122,980,130,
10001,,19,30N,219266,581138,1100,118,
10001,,19,30N,217258,578555,930,100,
10001,,19,30N,217260,578553,1470,84,
10001,,19,30N,219333,581092,1000,120,
10001,,19,30N,219309,580480,950,124,
10001,,19,30N,219311,580444,1200,76,
10001,,19,30N,219030,581189,1180,115,
10001,,19,30N,219087,581232,1000,90,
10001,,19,30N,219095,581207,1000,120,O
10001,,19,30N,219051,581128,1040,105,O
10001,,19,30N,219041,581119,1080,70,O
10001,,19,30N,219066,581132,1300,76,O
10001,,19,30N,219079,581442,1400,90,
10001,,19,30N,218930,581071,1000,60,O
10001,,19,30N,218907,581082,1500,76,O
10001,,19,30N,219289,581131,1500,76,O
10001,,19,30N,219399,581181,850,128,
10001,,19,30N,219208,581115,1280,76,
10001,,19,30N,219181,581107,1040,60,
10001,,19,30N,219177,581098,1240,84,O
10001,,19,30N,219119,581079,1140,100,O
10001,,19,30N,219327,581290,1080,134,
10001,,19,30N,219410,580435,1260,80,
10001,,19,30N,219330,580430,980,78,O
10001,,19,30N,219314,580446,1240,50,O
10001,,19,30N,219408,580508,1050,79,O
10001,,19,30N,219392,580469,1100,76,O
10001,,19,30N,219388,580481,1060,76,
10001,,19,30N,219385,580415,1150,107,O
10001,,19,30N,219653,580076,1000,88,O
10001,,19,30N,219352,580306,1150,55,
10001,,19,30N,219461,580341,1000,110,
10001,,19,30N,219355,580240,1100,50,
10001,,19,30N,220531,576962,1080,132,
10001,,19,30N,220608,577021,1000,125,
10001,,19,30N,220387,577095,780,94,
10001,,19,30N,220591,576982,1200,94,O
10001,,19,30N,220518,577579,1000,76,O
10001,,19,30N,220189,577814,570,90,O
10001,,19,30N,220200,577844,980,120,O
10001,,19,30N,220339,577591,800,85,O
10001,,19,30N,220100,577530,1400,76,O
10001,,19,30N,220130,578018,1030,76,
10001,,19,30N,220200,577806,1470,76,O
10001,,19,30N,220318,577134,1200,55,
10001,,19,30N,220327,577969,1350,76,O
10001,,19,30N,220391,578038,1400,76,O
10001,,19,30N,221359,577147,1100,76,O
10001,,19,30N,212118,576390,1200,50,
10001,,19,30N,212488,576320,1360,55,O
