foret,numero,code_essence,zone_h,x,y,lng,dm,lac
10530,FROMAGER,19,30N,339962,819707,950,86,O
10530,FROMAGER,19,30N,339812,819639,840,92,O
10530,FROMAGER,19,30N,339808,820187,900,82,O
10530,FROMAGER,19,30N,339987,820157,1000,80,O
10530,FROMAGER,19,30N,339886,819745,1000,80,O
10530,FROMAGER,19,30N,339599,819244,1000,80,O
10530,FROMAGER,19,30N,199269,788081,1000,85,O
10530,FROMAGER,19,30N,339959,820466,1000,81,O
10530,FROMAGER,19,30N,199267,788078,900,80,O
10530,FROMAGER,19,30N,339974,820473,1100,98,O
10530,FROMAGER,19,30N,340180,820756,700,85,O
10530,FROMAGER,19,30N,199115,787871,600,88,O
10530,FROMAGER,19,30N,340172,820715,1156,110,O
10530,FROMAGER,19,30N,340209,820816,590,95,O
10530,FROMAGER,19,30N,199217,788012,1100,110,O
10530,FROMAGER,19,30N,340150,820734,900,105,O
10530,FROMAGER,19,30N,339334,820258,1080,86,O
10530,FROMAGER,19,30N,199210,786642,1150,80,O
10530,FROMAGER,19,30N,339351,820252,900,80,O
10530,FROMAGER,19,30N,339335,820248,900,81,O
10530,FROMAGER,19,30N,199226,786640,460,125,O
10530,FROMAGER,19,30N,339652,820124,1130,102,O
10530,FROMAGER,19,30N,199172,786676,460,106,O
10530,FROMAGER,19,30N,199231,786611,800,80,O
10530,FROMAGER,19,30N,339589,820781,770,86,O
10530,FROMAGER,19,30N,199097,786748,1000,108,O
10530,FROMAGER,19,30N,339572,820759,970,96,O
10530,FROMAGER,19,30N,339579,820767,1080,78,O
10530,FROMAGER,19,30N,199045,786817,1260,83,O
10530,FROMAGER,19,30N,339541,820734,960,110,O
10530,FROMAGER,19,30N,339525,821480,970,77,O
10530,FROMAGER,19,30N,198924,786976,1450,108,O
10530,FROMAGER,19,30N,339589,820781,770,86,O
10530,FROMAGER,19,30N,339572,820759,970,96,O
10530,FROMAGER,19,30N,339579,820767,1080,78,O
10530,FROMAGER,19,30N,339541,820734,960,110,O
10530,FROMAGER,19,30N,339525,821480,970,77,O
10530,FROMAGER,19,30N,198968,787039,1200,103,O
10530,FROMAGER,19,30N,198982,787331,1100,85,O
10530,FROMAGER,19,30N,199000,787349,1080,78,O
10530,FROMAGER,19,30N,198959,787318,1000,92,O
10530,FROMAGER,19,30N,199172,786676,600,78,O
10530,FROMAGER,19,30N,198972,787223,1080,155,O
10530,FROMAGER,19,30N,198982,787155,1080,95,O
10530,FROMAGER,19,30N,198973,787205,1080,80,O
10530,FROMAGER,19,30N,497598,827532,900,120,O
10530,FROMAGER,19,30N,497505,827530,1100,94,O
10530,FROMAGER,19,30N,497446,827598,870,76,O
10530,FROMAGER,19,30N,497390,827577,1040,100,O
10530,FROMAGER,19,30N,497491,827532,840,76,O
10530,FROMAGER,19,30N,497552,827614,970,119,O
10530,FROMAGER,19,30N,497398,827502,950,104,O
10530,FROMAGER,19,30N,497536,827543,830,90,O
10530,FROMAGER,19,30N,497437,827441,900,95,O
10530,FROMAGER,19,30N,497439,827594,900,78,O
10530,FROMAGER,19,30N,497434,827506,990,76,O
10530,FROMAGER,19,30N,497361,827464,800,94,O
10530,FROMAGER,19,30N,497469,827549,830,90,O
10530,FROMAGER,19,30N,497375,827652,940,96,O
10530,FROMAGER,19,30N,497305,827579,600,98,O
10530,FROMAGER,19,30N,497420,827255,870,76,O
10530,FROMAGER,19,30N,497257,827349,1070,90,O
10530,FROMAGER,19,30N,497526,827518,800,84,O
10530,FROMAGER,19,30N,497504,827479,920,80,O
10530,FROMAGER,19,30N,497402,827264,1040,76,O
10530,FROMAGER,19,30N,497418,827267,970,80,O
10530,FROMAGER,19,30N,497401,827250,1100,79,O
10530,FROMAGER,19,30N,497502,827417,980,87,O
10530,FROMAGER,19,30N,497530,827496,1070,78,O
10530,FROMAGER,19,30N,497468,827411,800,76,O
10530,FROMAGER,19,30N,497528,827478,940,84,O
10530,FROMAGER,19,30N,497437,827441,470,80,O
10530,FROMAGER,19,30N,497418,827750,270,104,O
10530,FROMAGER,19,30N,497081,827568,870,100,O
10530,FROMAGER,19,30N,497155,827545,1070,90,O
10530,FROMAGER,19,30N,497234,827505,400,100,O
10530,FROMAGER,19,30N,497259,827355,900,84,O
10530,FROMAGER,19,30N,497230,827323,970,76,O
10530,FROMAGER,19,30N,497234,827505,800,90,O
10530,FROMAGER,19,30N,497153,827529,1040,78,O
10530,FROMAGER,19,30N,497492,827408,700,80,O
10530,FROMAGER,19,30N,378889,647453,1200,90,O
10530,FROMAGER,19,30N,497056,827581,840,114,O
10530,FROMAGER,19,30N,378824,647387,1200,76,O
10530,FROMAGER,19,30N,497307,827483,1000,100,O
10530,FROMAGER,19,30N,378927,647388,1400,80,O
10530,FROMAGER,19,30N,497274,827304,800,90,O
10530,FROMAGER,19,30N,378905,647408,1470,78,O
10530,FROMAGER,19,30N,378872,647434,1400,76,O
10530,FROMAGER,19,30N,378890,647369,1500,77,O
10530,FROMAGER,19,30N,378904,647429,1400,80,O
10530,FROMAGER,19,30N,378890,647342,1400,81,O
10530,FROMAGER,19,30N,378834,647466,1500,76,O
10530,FROMAGER,19,30N,379937,647201,1200,102,O
10530,FROMAGER,19,30N,379996,647135,1300,90,O
10530,FROMAGER,19,30N,379982,647095,1200,108,O
10530,FROMAGER,19,30N,379993,647393,1100,110,O
10530,FROMAGER,19,30N,380060,647657,1200,84,O
10530,FROMAGER,19,30N,380075,647632,1300,76,O
10530,FROMAGER,19,30N,380060,647657,1200,64,O
10530,FROMAGER,19,30N,497418,827750,870,120,O
10530,FROMAGER,19,30N,497082,827711,940,100,O
10530,FROMAGER,19,30N,497361,827678,800,76,O
10530,FROMAGER,19,30N,497004,827716,880,108,O
10530,FROMAGER,19,30N,497341,827695,940,116,O
10530,FROMAGER,19,30N,497218,827520,700,76,O
10530,FROMAGER,19,30N,496877,827730,970,100,O
10530,FROMAGER,19,30N,496902,827794,840,80,O
10530,FROMAGER,19,30N,496864,827933,1000,105,O
10530,FROMAGER,19,30N,493952,829261,930,109,O
10530,FROMAGER,19,30N,493952,829261,410,87,O
10530,FROMAGER,19,30N,493975,829182,400,100,O
10530,FROMAGER,19,30N,493975,829182,930,119,O
10530,FROMAGER,19,30N,497149,827751,990,76,O
10530,FROMAGER,19,30N,497008,827644,960,89,O
10530,FROMAGER,19,30N,497013,827626,800,80,O
10530,FROMAGER,19,30N,497341,827695,540,90,O
10530,FROMAGER,19,30N,497004,827716,400,95,O
10530,FROMAGER,19,30N,493882,829399,1130,80,O
10530,FROMAGER,19,30N,493922,829157,910,96,O
10530,FROMAGER,19,30N,493907,829115,830,83,O
10530,FROMAGER,19,30N,493907,829115,1000,70,O
10530,FROMAGER,19,30N,493889,829052,790,85,O
10530,FROMAGER,19,30N,497479,826897,1000,77,O
10530,FROMAGER,19,30N,497488,826939,900,80,O
10530,FROMAGER,19,30N,497278,827150,870,76,O
10530,FROMAGER,19,30N,497314,827074,300,94,O
10530,FROMAGER,19,30N,497358,827100,800,100,O
10530,FROMAGER,19,30N,493924,829495,840,92,O
10530,FROMAGER,19,30N,493739,829205,810,105,O
10530,FROMAGER,19,30N,493754,829245,1080,81,O
10530,FROMAGER,19,30N,494250,830400,1130,86,O
10530,FROMAGER,19,30N,494244,830466,810,93,O
10530,FROMAGER,19,30N,497360,826979,800,110,O
10530,FROMAGER,19,30N,494241,830472,740,110,O
10530,FROMAGER,19,30N,497350,826920,940,100,O
10530,FROMAGER,19,30N,497270,827141,1000,76,O
10530,FROMAGER,19,30N,493913,829495,1030,87,O
10530,FROMAGER,19,30N,493867,829027,880,100,O
10530,FROMAGER,19,30N,494190,829841,1230,78,O
10530,FROMAGER,19,30N,493944,829221,920,103,O
10530,FROMAGER,19,30N,494216,829830,920,80,O
10530,FROMAGER,19,30N,494189,829846,1120,80,O
10530,FROMAGER,19,30N,494236,829816,910,84,O
10530,FROMAGER,19,30N,494259,829808,540,79,O
10530,FROMAGER,19,30N,494115,830165,1070,113,O
10530,FROMAGER,19,30N,830233,830233,960,86,O
10530,FROMAGER,19,30N,494139,829954,710,94,O
10530,FROMAGER,19,30N,494170,829744,1120,84,O
10530,FROMAGER,19,30N,494271,829846,920,84,O
10530,FROMAGER,19,30N,494194,826817,1010,97,O
10530,FROMAGER,19,30N,494134,829961,920,89,O
10530,FROMAGER,19,30N,494030,829935,920,80,O
10530,FROMAGER,19,30N,494417,829990,830,110,O
10530,FROMAGER,19,30N,494033,830226,1100,100,O
10530,FROMAGER,19,30N,494126,829626,910,105,O
10530,FROMAGER,19,30N,494032,830149,1020,81,O
10530,FROMAGER,19,30N,494010,830051,940,78,O
10530,FROMAGER,19,30N,494176,829843,770,94,O
10530,FROMAGER,19,30N,494513,830083,920,121,O
